Date,Country,Activity,Sex ,Age,Fatal (Y/N),Hemisphere
21-Nov-1929,CUBA,Fishing,M,,N,northern
14-Jan-1923,CUBA,seaplane Columbus ditched in the sea,M,,,northern
21-Jul-1921,CUBA,Fell overboard,M,,Y,northern
26-Dec-1913,CUBA,,M,,Y,northern
04-Oct-1903,CUBA,Fell overboard,M,,Y,northern
18-Sep-1895,CUBA,Shipwreck,M,,,northern
17-May-1893,CUBA,His balloon crashed in the harbor,M,,Y,northern
20-Jun-1892,CUBA,Riding a horse,M,,Y,northern
26-Jun-1867,CUBA,boat from ship Josephine capsized in squall,M,,Y,northern
25-Sep-1861,CUBA,Deserting the bark Nazarene,M,,N,northern
20-Aug-1846,CUBA,Bathing,M,,N,northern
14-Apr-1839,CUBA,Sitting on gunwale of boat,M,,Y,northern
28-Aug-1826,CUBA,HBM Magpie foundered in a squall,M,,Y,northern
23-Oct-2017,MAURITIUS,Swimming,M,,N,southern
20-Nov-2014,MAURITIUS,Fishing,M,39,Y,southern
22-Apr-1999,MAURITIUS,Swimming,F,41,N,southern
29-Jan-1999,MAURITIUS,Spearfishing,M,47,N,southern
06-Jan-1992,MAURITIUS,Fishing,M,,N,southern
06-Feb-1963,MAURITIUS,,M,24,N,southern
23-Jan-1952,MAURITIUS,"Spearfishing, speared a small shark",M,,N,southern
21-Oct-2017,NEW ZEALAND,Kayaking,M,,N,southern
26-Aug-2017,NEW ZEALAND,Canoeing,M,,N,southern
27-Apr-2017,NEW ZEALAND,Body boarding,F,20s,N,southern
02-May-2016,NEW ZEALAND,Fishing,M,39,N,southern
07-Feb-2014,NEW ZEALAND,Surfing,M,28,N,southern
25-Jan-2014,NEW ZEALAND,Spearfishing,M,24,N,southern
27-Feb-2013,NEW ZEALAND,Swimming,M,46,Y,southern
13-Jan-2013,NEW ZEALAND,Spearfishing,M,,N,southern
06-Mar-2012,NEW ZEALAND,Surfing,M,,N,southern
16-Apr-2011,NEW ZEALAND,Surfing,M,41,N,southern
06-Feb-2010,NEW ZEALAND,Spearfishing,M,,N,southern
01-Feb-2010,NEW ZEALAND,Boogie Boarding,F,14,N,southern
16-Dec-2009,NEW ZEALAND,Swimming to shore from capsized kayak,M,24,Y,southern
01-Mar-2009,NEW ZEALAND,Fishing,M,,N,southern
24-Jan-2009,NEW ZEALAND,Fishing,,,N,southern
16-Jan-2009,NEW ZEALAND,Surfing,M,,N,southern
10-Jan-2009,NEW ZEALAND,Fishing,,,N,southern
06-Jan-2009,NEW ZEALAND,Swimming,M,49,N,southern
14-Dec-2008,NEW ZEALAND,Fishing,M,,N,southern
19-Jan-2008,NEW ZEALAND,Wading,M,,,southern
14-Jan-2008,NEW ZEALAND,Attempting to chase shark out to sea,,,N,southern
09-Dec-2007,NEW ZEALAND,Surfing,F,,N,southern
05-Mar-2007,NEW ZEALAND,Spearfishing,M,16,N,southern
11-Dec-2006,NEW ZEALAND,Surfing,M,10,N,southern
09-Mar-2005,NEW ZEALAND,Fishing,M,,N,southern
08-Jan-2005,NEW ZEALAND,Fishing from a kayak,M,39,N,southern
30-Oct-2004,NEW ZEALAND,,,,,southern
22-Apr-2004,NEW ZEALAND,Fishing,,,N,southern
22-Mar-2004,NEW ZEALAND,Spearfishing,M,,N,southern
26-Feb-2004,NEW ZEALAND,Surfing,M,15,N,southern
22-Jan-2004,NEW ZEALAND,Boogie boarding,M,,,southern
03-Jan-2004,NEW ZEALAND,Kayaking (returning from spearfishing),M,,,southern
13-Dec-2003,NEW ZEALAND,Swimming / shipwreck,M,45,Y,southern
27-Feb-2003,NEW ZEALAND,Scuba diving,M,44,N,southern
06-Jan-2001,NEW ZEALAND,Kayaking,M,,N,southern
29-Jun-2000,NEW ZEALAND,Fishing,M,,N,southern
03-Mar-2000,NEW ZEALAND,Kayaking,M,27,,southern
03-Feb-2000,NEW ZEALAND,Surfing,M,12,N,southern
31-Dec-1999,NEW ZEALAND,Surfing,M,15,N,southern
31-Dec-1999,NEW ZEALAND,Swimming,F,13,N,southern
31-Dec-1999,NEW ZEALAND,Bathing,F,12,N,southern
18-Mar-1999,NEW ZEALAND,Spearfishing & diving for paua,M,,N,southern
14-Mar-1999,NEW ZEALAND,Fishing,M,28,N,southern
01-Jan-1999,NEW ZEALAND,Inflatable boat,,,N,southern
06-Sep-1996,NEW ZEALAND,Diving for abalone,M,23,N,southern
11-Nov-1995,NEW ZEALAND,"Diving, gathering shellfish",M,22,N,southern
24-Apr-1992,NEW ZEALAND,Snorkeling,M,,N,southern
16-Jan-1985,NEW ZEALAND,Investigating shark sighting,,,N,southern
02-Jan-1976,NEW ZEALAND,Spearfishing,M,,Y,southern
10-Oct-1972,NEW ZEALAND,Swimming,M,17,N,southern
30-Mar-1971,NEW ZEALAND,Surfing,M,16,N,southern
25-Dec-1968,NEW ZEALAND,Surfing,M,17,N,southern
15-Sep-1968,NEW ZEALAND,Spearfishing,M,24,Y,southern
18-Feb-1968,NEW ZEALAND,Picking up shark by the tail,F,,N,southern
20-Mar-1967,NEW ZEALAND,Freediving,M,21,N,southern
09-Mar-1967,NEW ZEALAND,Lifesaving drill,M,21,Y,southern
08-Jan-1966,NEW ZEALAND,Body surfing ,F,15,Y,southern
11-Feb-1964,NEW ZEALAND,preparing to go skin diving,M,,N,southern
10-Feb-1964,NEW ZEALAND,Spearfishing,M,26,N,southern
05-Feb-1964,NEW ZEALAND,Lying in 2 feet of water,M,,N,southern
05-Feb-1964,NEW ZEALAND,Swimming,M,19,Y,southern
01-Feb-1964,NEW ZEALAND,Rowing,,,N,southern
30-Nov-1963,NEW ZEALAND,Treading water while alongside capsized yacht,M,20,N,southern
14-Jan-1963,NEW ZEALAND,Fishing,,14,N,southern
25-Mar-1962,NEW ZEALAND,,M,,N,southern
18-Feb-1962,NEW ZEALAND,Swimming,M,15,N,southern
02-Feb-1962,NEW ZEALAND,Fishing,,,UNKNOWN,southern
27-Jan-1962,NEW ZEALAND,Splashing ,M,18,N,southern
16-Jan-1962,NEW ZEALAND,Fishing,,,N,southern
15-Jan-1962,NEW ZEALAND,Spearfishing,M,44,N,southern
11-Jan-1962,NEW ZEALAND,Surf fishing,F,54,N,southern
27-Jun-1960,NEW ZEALAND,Shark fishing,,,N,southern
27-Feb-1960,NEW ZEALAND,Spearfishing,M,22,N,southern
03-Dec-1959,NEW ZEALAND,Fishing for snapper,M,,N,southern
09-Dec-1956,NEW ZEALAND,Fishing,M,70,N,southern
26-Feb-1939,NEW ZEALAND,Fishing,M,,N,southern
09-Dec-1932,NEW ZEALAND,Fishing ,M,,N,southern
14-Jan-1929,NEW ZEALAND,Bathing,F,,N,southern
15-Jan-1919,NEW ZEALAND,Swimming,F,,N,southern
13-Jan-1915,NEW ZEALAND,Fishing,M,,,southern
18-Mar-1912,NEW ZEALAND,Swimming,M,,N,southern
08-Apr-1911,NEW ZEALAND,Fishing,,,N,southern
08-Mar-1910,NEW ZEALAND,Swimming,M,,N,southern
05-Feb-1907,NEW ZEALAND,Standing,M,55,Y,southern
14-Feb-1906,NEW ZEALAND,Swimming,M,,,southern
04-Feb-1904,NEW ZEALAND,Swimming,M,30,Y,southern
22-Feb-1902,NEW ZEALAND,Standing on ship deck,M,,N,southern
02-Jun-1899,NEW ZEALAND,Attempting to land a boat from the Hinemoa,M,,,southern
20-Dec-1896,NEW ZEALAND,Bathing,M,26,Y,southern
17-Dec-1896,NEW ZEALAND,,M,,Y,southern
03-May-1895,NEW ZEALAND,"""Boat accident""",M,,Y,southern
23-Apr-1895,NEW ZEALAND,Swimming,M,,N,southern
30-Jan-1893,NEW ZEALAND,Bathing,M,,Y,southern
19-May-1892,NEW ZEALAND,Bathing,M,,N,southern
22-Dec-1891,NEW ZEALAND,"Swimming, after boat swamped",M,,N,southern
17-Feb-1888,NEW ZEALAND,Floating on his back,M,,N,southern
08-Feb-1887,NEW ZEALAND,Swimming,M,,Y,southern
11-Apr-1886,NEW ZEALAND,Sea disaster : Wreck of the Taiaroa,M,,,southern
06-Mar-1886,NEW ZEALAND,Bathing ,M,,,southern
09-Apr-1885,NEW ZEALAND,Bathing,M,,N,southern
03-Dec-1882,NEW ZEALAND,Restraining a beached shark,M,,N,southern
12-Nov-1882,NEW ZEALAND,Bathing,M,,N,southern
12-Nov-1882,NEW ZEALAND,Bathing,M,,N,southern
19-Mar-1879,NEW ZEALAND,Standing,M,19,Y,southern
03-Mar-1875,NEW ZEALAND,Bathing,M,3,Y,southern
16-Jan-1864,NEW ZEALAND,Boat swamped,M,,Y,southern
02-Jan-1864,NEW ZEALAND,Standing / Bathing,M,,N,southern
22-Dec-1862,NEW ZEALAND,Swimming,M,28,N,southern
04-Dec-1862,NEW ZEALAND,,,,,southern
22-Jan-1850,NEW ZEALAND,Swimming,M,,Y,southern
08-Jun-1912,NEW ZEALAND,,M,,Y,southern
16-Sep-2017,SPAIN,Body surfing,M,13,N,northern
26-Aug-2017,SPAIN,Swimming,F,11,,northern
23-Jul-2017,SPAIN,Swimming,F,,N,northern
17-Jun-2017,SPAIN,Swimming,M,82,N,northern
29-Jul-2016,SPAIN,Swimming,M,40,N,northern
08-Jul-2016,SPAIN,Wading,F,10,N,northern
25-Dec-2015,SPAIN,Swimming,F,38,N,northern
18-Aug-2015,SPAIN,Swimming,M,10,,northern
03-Dec-2014,SPAIN,Fishing for blue sharks,M,,N,northern
27-Aug-2014,SPAIN,Swimming,F,30s,N,northern
20-Jul-2014,SPAIN,Wading,,,N,northern
07-Jul-2013,SPAIN,Swimming,M,48,,northern
16-Jul-2010,SPAIN,Swimming,M,9,N,northern
24-Jul-2009,SPAIN,Swimming,F,11,,northern
13-Jul-2006,SPAIN,Swimming,F,7,,northern
03-Sep-1993,SPAIN,Swimming,M,69,N,northern
18-Mar-1986,SPAIN,Windsurfing,M,,N,northern
26-Jul-1980,SPAIN,Skin diving,M,,N,northern
16-Aug-1930,SPAIN,Swimming,M,38,N,northern
02-Oct-1929,SPAIN,Fishing ,M,,N,northern
03-Jul-1926,SPAIN,Bathing,M,,,northern
04-Sep-1925,SPAIN,Fishing,M,,N,northern
24-Mar-1924,SPAIN,Fishing,,,N,northern
08-Jul-1916,SPAIN,Diving,M,,N,northern
31-Jul-1911,SPAIN,Bathing,M,,Y,northern
27-Apr-1909,SPAIN,Fishing,M,,N,northern
28-Aug-1908,SPAIN,Fell overboard from P&O steamship Arabia,M,,Y,northern
18-Jul-1908,SPAIN,,,,,northern
22-Sep-1879,SPAIN,Fishing,,,N,northern
25-Jul-1864,SPAIN,Bathing,M,,Y,northern
15-Aug-1862,SPAIN,Bathing,F,,N,northern
02-Aug-1862,SPAIN,,M,,,northern
25-Jul-1862,SPAIN,Swimming,M,18,Y,northern
14-Jul-1862,SPAIN,,M,18,Y,northern
13-Jul-1862,SPAIN,Swimming alongside the SS Kearsarge,M,,Y,northern
08-Jul-1819,SPAIN,,M,,,northern
15-Sep-2017,SAMOA,Fishing,M,,N,southern
27-Nov-2010,SAMOA,Fishing,M,47,N,southern
24-May-1944,SAMOA,,,,N,southern
02-Nov-1939,SAMOA,Fishing,M,,Y,southern
17-Oct-1914,SAMOA,Copra vessel with 19 on board was wrecked in a squall,F,,N,southern
27-Mar-1913,SAMOA,,M,,N,southern
08-Aug-1890,SAMOA,Bathing,M,,N,southern
06-Sep-2017,SOLOMON ISLANDS,Spearfishing,M,,N,southern
02-Sep-2010,SOLOMON ISLANDS,,M,34,N,southern
01-Sep-2009,SOLOMON ISLANDS,Fishing,M,,N,southern
17-Sep-2007,SOLOMON ISLANDS,Spearfishing,M,,N,southern
05-Mar-2005,SOLOMON ISLANDS,Diving,M,,N,southern
19-Feb-1987,SOLOMON ISLANDS,The inter-island ferry Vula sank in heavy weather,,,Y,southern
22-Sep-1963,SOLOMON ISLANDS,Spearing fish,M,30,Y,southern
30-Mar-1963,SOLOMON ISLANDS,The 500-ton coastal trader Polurrian foundered ,M,,Y,southern
02-Feb-1959,SOLOMON ISLANDS,Bathing with sister,M,15,Y,southern
24-Oct-1957,SOLOMON ISLANDS,,M,22,Y,southern
23-Oct-1957,SOLOMON ISLANDS,,F,28,Y,southern
07-May-1957,SOLOMON ISLANDS,Fishing,M,,N,southern
07-Apr-1957,SOLOMON ISLANDS,Diving from canoe,M,15,N,southern
16-Nov-1942,SOLOMON ISLANDS,Thrown from destroyer when shell hit,M,19,N,southern
13-Nov-1942,SOLOMON ISLANDS,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",M,,N,southern
12-Nov-1942,SOLOMON ISLANDS,,M,,Y,southern
12-Oct-1942,SOLOMON ISLANDS,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,25,N,southern
8-Aug-1942,SOLOMON ISLANDS,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,,N,southern
06-Nov-1937,SOLOMON ISLANDS,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",M,,Y,southern
05-Jun-1935,SOLOMON ISLANDS,Fishing,M,,Y,southern
28-Mar-1924,SOLOMON ISLANDS,Swimming,M,,N,southern
06-Jul-1912,SOLOMON ISLANDS,Bathing,M,,Y,southern
12-Feb-1855,SOLOMON ISLANDS,Swimming ,M,,Y,southern
03-Sep-2017,JAPAN,Surfing,M,42,N,northern
24-Jul-2016,JAPAN,Surfing,M,29,N,northern
23-Dec-2014,JAPAN,Diving / Filming,M,,N,northern
08-Jun-2014,JAPAN,Surfing,M,43,N,northern
04-Jan-2014,JAPAN,Sea disaster,M,31,N,northern
15-Jul-2004,JAPAN,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,N,northern
02-Nov-1998,JAPAN,Fishing for tuna,M,52,N,northern
09-Apr-1995,JAPAN,Scuba diving for bivalves,M,47,Y,northern
22-Aug-1994,JAPAN,,,,N,northern
17-Mar-1993,JAPAN,,,,N,northern
17-Jun-1992,JAPAN,Preparing to fish for jack-mackerel,,,N,northern
08-Mar-1992,JAPAN,Hookah diving for pen shells ,M,41,Y,northern
08-Mar-1992,JAPAN,"Fishing for yellowtail, Seriola quinqueradiata",,,N,northern
14-Feb-1992,JAPAN,Diving for pen shells,M,,N,northern
03-Jan-1992,JAPAN,,M,,N,northern
19-Aug-1988,JAPAN,,M,,N,northern
29-Aug-1982,JAPAN,,M,,Y,northern
26-Aug-1967,JAPAN,,M,19,Y,northern
03-Aug-1964,JAPAN,Swimming,M,12,N,northern
25-Aug-1959,JAPAN,,M,14,,northern
11-Aug-1959,JAPAN,Swimming,M,13 or 18,Y,northern
25-Jul-1959,JAPAN,,M,22,Y,northern
09-Jan-1958,JAPAN,,M,50,,northern
30-Aug-1955,JAPAN,Fishing,M,,Y,northern
25-Jul-1955,JAPAN,,M,22,Y,northern
02-Oct-1954,JAPAN,,M,13,,northern
21-Jul-1950,JAPAN,Swimming,M,19,Y,northern
16-Sep-1945,JAPAN,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,,Y,northern
16-Jul-1895,JAPAN,Hunting seals,M,,Y,northern
05-Aug-2017,EGYPT,Snorkeling,F,20,N,northern
04-Jun-2016,EGYPT,Swimming,M,23,N,northern
21-Mar-2015,EGYPT,Swimming,M,52,Y,northern
10-Mar-2010,EGYPT,,F,,,northern
05-Dec-2010,EGYPT,Snorkeling,F,70,Y,northern
01-Dec-2010,EGYPT,Snorkeling,M,54,N,northern
01-Dec-2010,EGYPT,Snorkeling,M,46,N,northern
30-Nov-2010,EGYPT,Snorkeling,F,70,N,northern
30-Nov-2010,EGYPT,Snorkeling,F,48,N,northern
20-Oct-2010,EGYPT,Snorkeling,F,,N,northern
04-Apr-2010,EGYPT,Swimming / treading water,M,24,N,northern
02-Jun-2009,EGYPT,Scuba diving,M,,N,northern
02-Jun-2009,EGYPT,Scuba diving,M,,N,northern
01-Jun-2009,EGYPT,Snorkeling,F,50,Y,northern
28-Nov-2008,EGYPT,Scuba diving,F,,N,northern
18-Jul-2008,EGYPT,Diving,M,,N,northern
27-Sep-2007,EGYPT,Swimming,F,18 or 20,N,northern
02-Jul-2004,EGYPT,Snorkeling,F,Teen,N,northern
14-Feb-2004,EGYPT,Snorkeling,M,,Y,northern
03-Jan-2004,EGYPT,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,,,Y,northern
06-Nov-2003,EGYPT,Snorkeling,M,,N,northern
11-Aug-1997,EGYPT,Fishing,M,17,N,northern
11-Aug-1997,EGYPT,Fishing,M,16,Y,northern
16-Jan-1970,EGYPT,Air disaster,M,,Y,northern
-Jun-1965,EGYPT,Standing,M,,N,northern
-Jun-1965,EGYPT,"Spearfishing, but standing in the water",M,25 to 35,N,northern
15-May-1915,EGYPT,Fell overboard,M,,,northern
18-Jun-1908,EGYPT,The 168-ton Belmore foundered in heavy seas,M,,Y,northern
24-Aug-1905,EGYPT,Human head found in shark caught by British steamer Syria,M,,,northern
08-Aug-1899,EGYPT,Floating on his back,M,9,N,northern
08-Aug-1899,EGYPT,Bathing,M,19,N,northern
08-Aug-1899,EGYPT,Bathing,M,13,N,northern
02-Jun-1890,EGYPT,Swimming,M,,Y,northern
22-Aug-1867,EGYPT,Swimming,M,,Y,northern
02-Jul-2017,COMOROS,Fishing,,,,southern
07-Jun-2017,UNITED KINGDOM,Surfing ,M,30,N,northern
14-Jun-2011,UNITED KINGDOM,Fishing,,,N,northern
02-Oct-2009,UNITED KINGDOM,Fishing,M,39,N,northern
06-Aug-2002,UNITED KINGDOM,Diving,M,30,N,northern
13-Sep-2001,UNITED KINGDOM,Diving,M,,N,northern
06-Oct-1954,UNITED KINGDOM,Fishing  (trawling),M,62,N,northern
24-Aug-1935,UNITED KINGDOM,Fishing,M,,,northern
12-May-2017,UNITED ARAB EMIRATES,Spearfishing,M,41,N,northern
24-Jan-2016,UNITED ARAB EMIRATES,Fishing,M,,N,northern
11-Mar-2017,PHILIPPINES,Spearfishing,M,25,N,northern
10-Mar-2013,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,N,northern
30-Jul-2011,PHILIPPINES,Sea disaster,M,43,N,northern
20-Apr-2009,PHILIPPINES,Swimming,M,23,N,northern
25-Nov-2008,PHILIPPINES,Sinking of the cargo ship Mark Jason,M,,N,northern
06-Nov-2008,PHILIPPINES,Fishing,M,39,Y,northern
30-Sep-2007,PHILIPPINES,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ",M,,Y,northern
25-Nov-2006,PHILIPPINES,Sea Disaster,,,Y,northern
18-May-2001,PHILIPPINES,Shark fishing,M,24,N,northern
24-Oct-1988,PHILIPPINES,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,,,Y,northern
20-Dec-1987,PHILIPPINES,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,,,Y,northern
21-Nov-1983,PHILIPPINES,Ferry boat sank,M,,N,northern
22-Apr-1980,PHILIPPINES,Sinking of the ferryboat Don Juan,,,Y,northern
15-Mar-1980,PHILIPPINES,Sinking of the ferryboat Bongbong 1,F,,Y,northern
18-Dec-1973,PHILIPPINES,Swimming,M,19,Y,northern
10-Oct-1968,PHILIPPINES,Sinking of the ferryboat Dumaguete ,,,N,northern
04-Nov-1967,PHILIPPINES,Sinking of the M/V Mindoro during a typhoon,,,Y,northern
16-May-1966,PHILIPPINES,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,Y,northern
30-Aug-1965,PHILIPPINES,"Arsinoe, a French tanker",M,,,northern
14-May-1963,PHILIPPINES,"Boat, with 42 passengers onboard, capsized in rough seas",,,Y,northern
17-Oct-1961,PHILIPPINES,Gathering shells,M,,N,northern
05-Jun-1960,PHILIPPINES,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58,Y,northern
19-Dec-1959,PHILIPPINES,ship M.V. Rizal sank during typhoon,M,,Y,northern
30-Sep-1959,PHILIPPINES,Swimming ,M,28,N,northern
20-Aug-1959,PHILIPPINES,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,,northern
14-Aug-1959,PHILIPPINES,Fishing boat capsized ,,,Y,northern
08-Mar-1959,PHILIPPINES,Lifeboat capsized,M,20,Y,northern
27-Sep-1953,PHILIPPINES,,M,23,Y,northern
23-Nov-1951,PHILIPPINES,Shipwrecked; adrift on raft for 2 days & 2 nights,M,,Y,northern
30-Jul-1945,PHILIPPINES,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,,,Y,northern
26-Oct-1944,PHILIPPINES,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",M,,Y,northern
26-Oct-1944,PHILIPPINES,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,M,,Y,northern
25-Oct-1944,PHILIPPINES,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,M,,Y,northern
25-Oct-1944,PHILIPPINES,Parachuted into Pacific,M,,N,northern
16-Apr-1932,PHILIPPINES,Standing,M,,Y,northern
16-Apr-1932,PHILIPPINES,Standing,F,,Y,northern
08-Feb-1932,PHILIPPINES,Working near fish traps,M,,Y,northern
29-May-1927,PHILIPPINES,Sea disaster,,,Y,northern
28-Aug-1921,PHILIPPINES,Swimming,M,21,Y,northern
11-Jan-1921,PHILIPPINES,,,,,northern
04-Nov-1920,PHILIPPINES,The coastwise steamer San Basilio capsized in a typhoon,M,,Y,northern
31-May-1917,PHILIPPINES,Swimming,M,,Y,northern
07-Jul-1916,PHILIPPINES,Bathing,M,,N,northern
30-Nov-1912,PHILIPPINES,Swimming from foundered vessel,F,19,Y,northern
09-Feb-1907,PHILIPPINES,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",M,,N,northern
02-Nov-1904,PHILIPPINES,Bathing alongside US Naval ship,M,,N,northern
02-Jun-1902,PHILIPPINES,,M,,N,northern
24-Jun-1901,PHILIPPINES,Swimming,M,,N,northern
20-Nov-1899,PHILIPPINES,Sea Disaster,,,Y,northern
28-May-1899,PHILIPPINES,Swimming,M,,,northern
03-Jul-1893,PHILIPPINES,Abandoning burning steamship Don Juan,M,,Y,northern
10-Jun-1978,PHILIPPINES,,F,,Y,northern
09-Jan-2017,INDONESIA,Surfing,M,48,N,ecuador
25-Apr-2016,INDONESIA,Surfing,M,24,N,ecuador
29-Nov-2011,INDONESIA,Surfing,M,18,N,ecuador
13-Apr-2011,INDONESIA,Surfing,M,,N,ecuador
03-Dec-2010,INDONESIA,Surfing,M,,N,ecuador
14-Nov-2010,INDONESIA,Surfing,M,,N,ecuador
16-Jun-2002,INDONESIA,,,,,ecuador
07-Aug-1984,INDONESIA,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",M,,Y,ecuador
25-Jan-1966,INDONESIA,wreck of the State Oil Company ship Permina,,,Y,ecuador
-Jun-1962,INDONESIA,,,,Y,ecuador
14-Nov-190919-Nov-1909,INDONESIA,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,,,Y,ecuador
13-May-1908,INDONESIA,native boats sunk in storm,F,,Y,ecuador
27-Sep-1906,INDONESIA,Swimming,M,,N,ecuador
27-Sep-1906,INDONESIA,Swimming,M,,Y,ecuador
27-Apr-1906,INDONESIA,Hard hat diving,M,,Y,ecuador
10-Jul-1905,INDONESIA,Jumped or fell overboard,M,,Y,ecuador
29-Mar-1895,INDONESIA,Swimming,M,,Y,ecuador
24-Oct-1878,INDONESIA,Swimming,M,22,Y,ecuador
28-Jul-2016,CHINA,Swimming,M,72,N,northern
17-Jul-2005,CHINA,Scuba diving in aquarium tank,M,24,N,northern
13-Jun-1949,CHINA,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",M,,Y,northern
29-Aug-1938,CHINA,Swimming alongside warship   Tsingt-ao,M,,Y,northern
16-Oct-1907,CHINA,Fishing,M,,N,northern
16-Oct-1907,CHINA,Fishing,M,,Y,northern
09-Apr-1864,CHINA,Swimming,M,,,northern
24-Jun-2016,COLUMBIA,Scuba Diving,M,59,N,ecuador
05-Jul-2011,COLUMBIA,Kayaking,M,17,N,ecuador
06-Jun-2011,COLUMBIA,Spearfishing,M,24,N,ecuador
08-Aug-1968,COLUMBIA,Dynamite fishing,M,18,N,ecuador
14-Aug-1967,COLUMBIA,,M,,N,ecuador
14-Jan-1966,COLUMBIA,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,,Y,ecuador
01-Jan-1961,COLUMBIA,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,,N,ecuador
01-Aug-195108-Aug-1951,COLUMBIA,Bathing,,,Y,ecuador
08-Apr-2016,CAPE VERDE,,M,60,,northern
11-Oct-1932,CAPE VERDE,Swimming,M,27,Y,northern
17-Jul-1929,CAPE VERDE,,F,,,northern
12-Feb-2016,DOMINICAN REPUBLIC,Wading,F,,N,northern
28-Sep-2011,DOMINICAN REPUBLIC,Fishing,M,48,N,northern
15-Nov-2010,DOMINICAN REPUBLIC,Diving,M,21,Y,northern
05-Feb-1996,DOMINICAN REPUBLIC,Boeing 757 enroute from Porta Plata plunged into the sea,,,Y,northern
06-Oct-1987,DOMINICAN REPUBLIC,"Vessel caught fire & capsized, survivors in the water",,,Y,northern
22-May-1969,DOMINICAN REPUBLIC,Surfing,M,18,UNKNOWN,northern
01-Nov-2015,MOZAMBIQUE,Fishing,M,19,N,southern
17-Oct-2015,MOZAMBIQUE,Fishing for shrimp,F,35,Y,southern
08-Oct-2015,MOZAMBIQUE,Fishing,M,,N,southern
22-Dec-2009,MOZAMBIQUE,Swimming,M,27,N,southern
29-Oct-2009,MOZAMBIQUE,Spearfishing,M,,N,southern
26-Apr-1998,MOZAMBIQUE,Towing rubber dinghy,F,35,Y,southern
14-Jan-1998,MOZAMBIQUE,Surfing,M,23,N,southern
07-Jan-1974,MOZAMBIQUE,Swimming,M,,Y,southern
07-Jan-1974,MOZAMBIQUE,Swimming,M,32,Y,southern
25-Dec-1973,MOZAMBIQUE,Spearfishing,M,41,N,southern
21-Dec-1973,MOZAMBIQUE,Swimming ,M,20 ,Y,southern
05-Mar-1973,MOZAMBIQUE,Spearfishing,M,28,Y,southern
26-Dec-1972,MOZAMBIQUE,Swimming,M,25,N,southern
04-Sep-1972,MOZAMBIQUE,Swimming,F,20,,southern
01-Apr-1972,MOZAMBIQUE,Swimming,M,19,Y,southern
01-Jan-1971,MOZAMBIQUE,Standing,M,24,N,southern
17-Dec-1970,MOZAMBIQUE,Fishing for prawns,M,18,Y,southern
13-Dec-1970,MOZAMBIQUE,Fishing for prawns,M,18 to 22,Y,southern
23-Jan-1970,MOZAMBIQUE,Swimming,M,14,N,southern
23-Jan-1970,MOZAMBIQUE,Swimming,M,16,N,southern
23-Jan-1970,MOZAMBIQUE,Swimming,M,12,N,southern
23-Jan-1970,MOZAMBIQUE,Swimming,M,10,N,southern
21-Jan-1967,MOZAMBIQUE,Swimming in the channel,M,31,N,southern
09-Apr-1962,MOZAMBIQUE,Swimming,M,16,N,southern
26-Jan-1962,MOZAMBIQUE,,M,16,UNKNOWN,southern
18-Dec-1961,MOZAMBIQUE,Bathing,M,20,N,southern
21-Apr-1961,MOZAMBIQUE,Swimming,M,37,N,southern
09-Apr-1961,MOZAMBIQUE,"Swimming, using bundles of sticks as raft",M,38,Y,southern
